Mean_time	Mean_qlow	Mean_qup	Priors
t_n1267	2009.863	1795.55	2240.85	0
t_n1268	1816.989	1616.92	2029.78	0
t_n1269	1701.533	1512.4	1905.86	0
t_n1270	1480.282	1196.4	1732.71	0
t_n1271	880.764	500.57	1295.26	0
t_n1272	1214.355	925.5	1493.45	0
t_n1273	841.495	584.09	1138	0
t_n1274	364.015	211.09	586.04	0
t_n1275	1594.538	1409.69	1792.83	0
t_n1276	1496.711	1320.6	1689.38	0
t_n1277	1316.347	1147.12	1502.89	0
t_n1278	1167.09	1001.96	1345.71	0
t_n1279	1054.425	892.92	1230.57	0
t_n1280	817.829	653.97	995.13	0
t_n1281	408.921	270.41	575.76	0
t_n1282	728.549	544.15	928.71	0
t_n1283	1154.248	953.12	1365.53	0
t_n1284	986.814	792.78	1195.11	0
t_n1285	743.829	547.48	959.62	0
t_n1286	800.752	588.98	1025.4	0
t_n1287	1007.745	542.47	1593.54	0
t_n1288	2465.152	2159.2	2752.31	0
t_n1289	2288.629	1944	2599.41	0
t_n1290	2078.143	1693.13	2417.17	0
t_n1291	1775.031	1320.86	2172.2	0
t_n1292	1811.385	1368.5	2187.97	0
t_n1293	1457.628	1071.69	1895.13	0
t_n1294	931.407	602.38	1343.4	0
t_n1295	913.818	547.36	1367.02	0
t_n1296	2668.178	2306.88	3005.49	0
t_n1297	2209.081	1867.54	2573.14	0
t_n1298	1414.991	1253.95	1592.15	0
t_n1299	1340.894	1181.99	1514.12	0
t_n1300	1172.187	1013.41	1341.21	0
t_n1301	1050.261	895.35	1215.95	0
t_n1302	853.54	675.64	1035.74	0
t_n1303	600.862	402.21	799.54	0
t_n1304	900.524	742.99	1068.63	0
t_n1305	732.832	577.59	898.32	0
t_n1306	546.197	383.74	714.41	0
t_n1307	704.918	437.63	981.26	0
t_n1308	1202.65	1021.37	1389.91	0
t_n1309	985.759	777.26	1195.1	0
t_n1310	578.57	373.32	794.5	0
t_n1311	1313.127	1149.17	1490.1	0
t_n1312	1136.842	971.25	1315.93	0
t_n1313	863.9	621.61	1094.83	0
t_n1314	1034.317	870.36	1211.25	0
t_n1315	714.081	505.54	932.89	0
t_n1316	736.432	581.62	905.74	0
t_n1317	466.869	298.27	652.2	0
t_n1318	590.886	428.44	760.06	0
t_n1319	461.711	293.33	639.22	0
t_n1320	1098.066	868.43	1311.9	0
t_n1321	741.14	522.28	984.47	0
t_n1322	433.571	249.09	668.35	0
t_n1323	1073.068	666.9	1538.26	0
t_n1324	2392.234	1989.32	2769.9	0
t_n1325	1174.944	727.51	1715.07	0
t_n1326	3328.497	3117.15	3535.38	0
t_n1327	3245.055	3031.87	3454.05	0
t_n1328	3138.881	2924.74	3350.57	0
t_n1329	3075.013	2861.28	3285.82	0
t_n1330	2589.052	2232.93	2911.54	0
t_n1331	2268.68	1858.94	2640.85	0
t_n1332	1138.008	707.95	1625.09	0
t_n1333	2318.147	1972.52	2654.05	0
t_n1334	1963.225	1542.25	2352.88	0
t_n1335	1189.247	749.35	1661.62	0
t_n1336	1881.602	1531.33	2240.05	0
t_n1337	1663.753	1321.67	2022.2	0
t_n1338	1361.697	1033.38	1717.45	0
t_n1339	829.183	557.42	1161.47	0
t_n1340	2879.118	2665.49	3087.41	0
